1540581254588759296,0.00000,0.00000,0.00000,0.59554,-0.80292,0.02551,0.00000,
1540581254622692864,0.00000,0.00000,0.00000,0.59554,-0.80292,0.02551,0.00000,
1540581254654649600,0.00000,0.00000,0.00000,0.59750,-0.80157,0.02090,0.00616,
1540581254687178240,0.00000,0.00000,0.00000,0.59750,-0.80157,0.02090,0.00616,
1540581254721549312,0.00000,0.00000,0.00000,0.59750,-0.80157,0.02090,0.00616,
1540581254754911744,0.00083,0.00248,-0.00239,0.59736,-0.80165,0.02169,0.00659,
1540581254789148928,0.00188,0.00325,-0.00147,0.59699,-0.80189,0.02297,0.00733,
1540581254822318080,0.00284,0.00378,-0.00007,0.59662,-0.80212,0.02406,0.00797,
1540581254855798528,0.00284,0.00378,-0.00007,0.59662,-0.80212,0.02406,0.00797,
1540581254890159872,0.00284,0.00378,-0.00007,0.59662,-0.80212,0.02406,0.00797,
1540581254922913280,0.00284,0.00378,-0.00007,0.59662,-0.80212,0.02406,0.00797,
1540581254956284672,0.00284,0.00378,-0.00007,0.59662,-0.80212,0.02406,0.00797,
1540581254990184192,0.00284,0.00378,-0.00007,0.59662,-0.80212,0.02406,0.00797,
1540581255023183872,0.00284,0.00378,-0.00007,0.59662,-0.80212,0.02406,0.00797,
1540581255059417600,0.00284,0.00378,-0.00007,0.59662,-0.80212,0.02406,0.00797,
1540581255090787328,0.00284,0.00378,-0.00007,0.59662,-0.80212,0.02406,0.00797,
1540581255125353984,0.00284,0.00378,-0.00007,0.59662,-0.80212,0.02406,0.00797,
1540581255158692864,0.00284,0.00378,-0.00007,0.59662,-0.80212,0.02406,0.00797,
1540581255193614080,0.00279,0.00567,-0.00204,0.59668,-0.80209,0.02377,0.00809,
1540581255226054656,0.00340,0.00709,-0.00346,0.59671,-0.80207,0.02343,0.00830,
1540581255259501312,0.00340,0.00709,-0.00346,0.59671,-0.80207,0.02343,0.00830,
1540581255293161216,0.00340,0.00709,-0.00346,0.59671,-0.80207,0.02343,0.00830,
1540581255326352640,0.00340,0.00709,-0.00346,0.59671,-0.80207,0.02343,0.00830,
1540581255360023296,0.00340,0.00709,-0.00346,0.59671,-0.80207,0.02343,0.00830,
1540581255394302720,0.00340,0.00709,-0.00346,0.59671,-0.80207,0.02343,0.00830,
1540581255427645696,0.00340,0.00709,-0.00346,0.59671,-0.80207,0.02343,0.00830,
1540581255460316160,0.00340,0.00709,-0.00346,0.59671,-0.80207,0.02343,0.00830,
1540581255494359808,0.00340,0.00709,-0.00346,0.59671,-0.80207,0.02343,0.00830,
1540581255529079296,0.00340,0.00709,-0.00346,0.59671,-0.80207,0.02343,0.00830,
1540581255561455616,0.00340,0.00709,-0.00346,0.59671,-0.80207,0.02343,0.00830,
1540581255595966976,0.00340,0.00709,-0.00346,0.59671,-0.80207,0.02343,0.00830,
1540581255629787136,0.00340,0.00709,-0.00346,0.59671,-0.80207,0.02343,0.00830,
1540581255662050816,0.00340,0.00709,-0.00346,0.59671,-0.80207,0.02343,0.00830,
1540581255695704320,0.00340,0.00709,-0.00346,0.59671,-0.80207,0.02343,0.00830,
1540581255728685312,0.00340,0.00709,-0.00346,0.59671,-0.80207,0.02343,0.00830,
1540581255763209472,0.00340,0.00709,-0.00346,0.59671,-0.80207,0.02343,0.00830,
1540581255796197632,0.00340,0.00709,-0.00346,0.59671,-0.80207,0.02343,0.00830,
1540581255832864256,0.00340,0.00709,-0.00346,0.59671,-0.80207,0.02343,0.00830,
1540581255899448576,0.00340,0.00709,-0.00346,0.59671,-0.80207,0.02343,0.00830,
1540581255931591168,0.00340,0.00709,-0.00346,0.59671,-0.80207,0.02343,0.00830,
1540581255965756160,0.00340,0.00709,-0.00346,0.59671,-0.80207,0.02343,0.00830,
1540581255998418688,0.00340,0.00709,-0.00346,0.59671,-0.80207,0.02343,0.00830,
1540581256031176448,0.00340,0.00709,-0.00346,0.59671,-0.80207,0.02343,0.00830,
