1498879045.263399370,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1498879045.293399370,0.000818,-0.004278,-0.005144,1.000000,-0.000000,0.000000,0.000013
1498879045.298399370,0.001113,-0.005822,-0.007000,1.000000,0.000000,0.000001,0.000017
1498879045.328399370,0.003835,-0.020077,-0.024133,1.000000,0.000002,0.000004,0.000029
1498879045.333399370,0.004447,-0.023285,-0.027988,1.000000,0.000001,0.000006,0.000029
1498879045.363399370,0.009075,-0.047524,-0.057121,1.000000,-0.000005,0.000010,0.000022
1498879045.368399370,-0.000002,-0.000001,0.000005,0.646275,-0.749568,-0.143097,-0.000009
1498879045.393399370,0.000003,-0.000003,0.000007,0.646278,-0.749566,-0.143090,-0.000014
1498879045.403399370,0.000121,0.000083,-0.000295,0.646360,-0.749391,-0.143640,-0.000716
1498879045.418399370,0.000139,0.000096,-0.000356,0.646362,-0.749390,-0.143635,-0.000717
1498879045.423399370,0.000144,0.000101,-0.000376,0.646362,-0.749390,-0.143634,-0.000718
1498879045.428399370,0.000148,0.000105,-0.000396,0.646362,-0.749390,-0.143632,-0.000719
1498879045.438399370,0.000044,0.000528,-0.000411,0.646376,-0.749391,-0.143565,-0.000707
1498879045.463399370,0.000029,0.000634,-0.000507,0.646381,-0.749390,-0.143548,-0.000717
1498879045.468399370,0.000000,0.000313,-0.000002,0.646422,-0.749437,-0.143120,-0.000164
1498879045.493399370,-0.000008,0.000354,-0.000005,0.646428,-0.749438,-0.143090,-0.000148
1498879045.503399370,-0.000034,-0.000348,0.000042,0.646477,-0.749368,-0.143231,-0.000328
1498879045.528399370,-0.000062,-0.000426,0.000044,0.646476,-0.749372,-0.143213,-0.000315
1498879045.538399370,-0.000069,-0.001063,0.000170,0.646987,-0.748937,-0.143178,-0.000300
1498879045.563399370,-0.000096,-0.001256,0.000184,0.646982,-0.748942,-0.143179,-0.000292
1498879045.573399370,0.000188,-0.002509,0.000067,0.646963,-0.748968,-0.143127,-0.000186
1498879045.593399370,0.000196,-0.002765,0.000064,0.646963,-0.748968,-0.143132,-0.000180
1498879045.603399370,-0.000734,0.000731,-0.000546,0.649533,-0.747062,-0.141438,0.001365
1498879045.628399370,-0.000609,0.000499,-0.000614,0.649529,-0.747065,-0.141437,0.001383
1498879045.638399370,-0.000118,-0.008043,0.002468,0.649310,-0.747274,-0.141336,0.001551
1498879045.663399370,0.000109,-0.008987,0.002666,0.649311,-0.747272,-0.141340,0.001558
1498879045.673399370,-0.001270,-0.000944,0.000156,0.648266,-0.748020,-0.142181,0.000776
1498879045.693399370,-0.001255,-0.001178,0.000174,0.648265,-0.748019,-0.142193,0.000777
1498879045.703399370,-0.002403,0.001477,0.000321,0.642038,-0.752882,-0.144757,-0.001224
1498879045.728399370,-0.002789,0.002076,0.000352,0.642041,-0.752878,-0.144767,-0.001223
1498879045.738399370,0.001543,-0.010114,0.003090,0.645785,-0.749980,-0.143151,0.000017
1498879045.763399370,0.001685,-0.010700,0.003216,0.645782,-0.749977,-0.143178,0.000010
1498879045.768399370,0.011317,-0.013612,-0.000517,0.635102,-0.757578,-0.150581,-0.006821
1498879045.793399370,0.010647,-0.012980,-0.000590,0.635098,-0.757565,-0.150663,-0.006846
1498879045.803399370,-0.000134,0.010840,-0.000707,0.635218,-0.757478,-0.150597,-0.006753
1498879045.828399370,-0.001496,0.012897,-0.000867,0.635224,-0.757472,-0.150602,-0.006750
1498879045.838399370,-0.000589,0.000955,-0.001984,0.635886,-0.757059,-0.149907,-0.006160
1498879045.863399370,-0.001814,0.002432,-0.002387,0.635890,-0.757056,-0.149907,-0.006161
1498879045.873399370,0.002239,-0.000607,-0.000294,0.636414,-0.756740,-0.149305,-0.005524
1498879045.888399370,0.001640,0.000277,-0.000293,0.636416,-0.756734,-0.149324,-0.005533
1498879045.893399370,0.001432,0.000583,-0.000293,0.636417,-0.756732,-0.149332,-0.005537
1498879045.903399370,0.002005,-0.003295,0.001331,0.636589,-0.756594,-0.149299,-0.005538
1498879045.928399370,0.000697,-0.001916,0.001356,0.636587,-0.756590,-0.149325,-0.005546
1498879045.933399370,-0.002841,0.000502,0.000256,0.637096,-0.756139,-0.149432,-0.005763
1498879045.963399370,-0.004915,0.002212,0.000134,0.637098,-0.756131,-0.149459,-0.005766
1498879045.973399370,-0.002987,0.000241,-0.000482,0.638604,-0.755068,-0.148439,-0.004793
1498879045.993399370,-0.003982,0.001206,-0.000566,0.638607,-0.755067,-0.148431,-0.004782
1498879045.998399370,-0.001907,-0.001952,-0.000399,0.643512,-0.751417,-0.145803,-0.002581
1498879046.028399370,-0.002781,-0.001579,-0.000551,0.643515,-0.751415,-0.145800,-0.002585
1498879046.038399370,-0.000969,0.001102,0.000092,0.645324,-0.750179,-0.144176,-0.000907
1498879046.063399370,-0.001175,0.001241,0.000019,0.645328,-0.750177,-0.144168,-0.000903
1498879046.073399370,-0.000815,0.000401,-0.000067,0.645094,-0.750456,-0.143770,-0.000441
1498879046.093399370,-0.000931,0.000569,-0.000122,0.645093,-0.750456,-0.143772,-0.000441
1498879046.103399370,0.000464,-0.000302,-0.000078,0.643675,-0.751704,-0.143609,-0.000008
1498879046.128399370,0.000386,0.000270,-0.000066,0.643678,-0.751702,-0.143602,0.000001
1498879046.138399370,0.000526,-0.003385,-0.000154,0.646353,-0.749451,-0.143355,-0.000214
1498879046.163399370,0.000551,-0.003609,-0.000130,0.646354,-0.749451,-0.143353,-0.000211
1498879046.168399370,0.000629,-0.001148,0.000407,0.645697,-0.750005,-0.143415,-0.000229
1498879046.188399370,0.000623,-0.001137,0.000461,0.645695,-0.750009,-0.143404,-0.000224
1498879046.193399370,0.000621,-0.001133,0.000474,0.645696,-0.750009,-0.143399,-0.000223
1498879046.203399370,-0.003125,-0.000598,0.000437,0.645471,-0.750273,-0.143028,0.000327
1498879046.228399370,-0.003096,-0.000468,0.000438,0.645469,-0.750281,-0.142995,0.000339
1498879046.233399370,-0.001085,-0.004292,-0.000453,0.645507,-0.750257,-0.142949,0.000384
1498879046.263399370,-0.000954,-0.004250,-0.000333,0.645511,-0.750259,-0.142919,0.000405
1498879046.273399370,0.000200,0.002422,0.000122,0.645432,-0.750257,-0.143289,0.000046
1498879046.278399370,0.000194,0.002466,0.000143,0.645433,-0.750257,-0.143289,0.000047
1498879046.283399370,0.000188,0.002511,0.000164,0.645433,-0.750256,-0.143290,0.000048
1498879046.288399370,0.000182,0.002557,0.000186,0.645433,-0.750256,-0.143290,0.000049
1498879046.293399370,0.000176,0.002605,0.000208,0.645434,-0.750255,-0.143290,0.000050
1498879046.303399370,0.000031,-0.001660,-0.000332,0.645214,-0.750405,-0.143495,-0.000188
1498879046.328399370,-0.000059,-0.001468,-0.000259,0.645214,-0.750406,-0.143490,-0.000167
1498879046.338399370,-0.000249,0.002064,-0.000225,0.645253,-0.750375,-0.143481,-0.000108
1498879046.363399370,-0.000314,0.002339,-0.000241,0.645255,-0.750374,-0.143471,-0.000096
1498879046.368399370,-0.000013,0.001900,-0.000249,0.645634,-0.750090,-0.143252,0.000092
1498879046.393399370,0.000015,0.002063,-0.000292,0.645641,-0.750087,-0.143234,0.000114
1498879046.398399370,0.000365,-0.000121,-0.000087,0.645860,-0.749889,-0.143285,-0.000024
1498879046.428399370,0.000362,-0.000071,-0.000083,0.645865,-0.749891,-0.143256,-0.000016
1498879046.438399370,0.000901,-0.001848,0.000461,0.646202,-0.749596,-0.143276,-0.000053
1498879046.463399370,0.000925,-0.001977,0.000475,0.646206,-0.749594,-0.143271,-0.000045
1498879046.468399370,0.000608,-0.001386,0.000468,0.645735,-0.749975,-0.143400,-0.000117
1498879046.493399370,0.000567,-0.001333,0.000466,0.645730,-0.749981,-0.143396,-0.000111
1498879046.498399370,0.000532,-0.001705,0.006834,0.646950,-0.748974,-0.143155,-0.000044
1498879046.528399370,0.000628,-0.002197,0.007020,0.646950,-0.748975,-0.143150,-0.000033
1498879046.533399370,-0.004443,0.015610,-0.005011,0.643535,-0.752112,-0.142078,0.001886
1498879046.563399370,-0.003929,0.017323,-0.005072,0.643534,-0.752114,-0.142071,0.001889
1498879046.568399370,-0.006462,0.013603,-0.002703,0.645448,-0.750157,-0.143737,-0.000511
1498879046.593399370,-0.006853,0.014052,-0.002820,0.645446,-0.750159,-0.143740,-0.000505
1498879046.598399370,0.000005,-0.001342,0.000496,0.646534,-0.749326,-0.143194,-0.000054
1498879046.628399370,0.000058,-0.001665,0.000721,0.646541,-0.749317,-0.143206,-0.000054
1498879046.633399370,0.000932,-0.005747,0.002259,0.647217,-0.748786,-0.142931,0.000128
1498879046.663399370,0.001149,-0.006513,0.002449,0.647216,-0.748786,-0.142940,0.000129
1498879046.668399370,-0.000521,-0.000947,-0.000125,0.644114,-0.751262,-0.143954,-0.000475
1498879046.693399370,-0.000922,-0.000211,0.000070,0.644109,-0.751245,-0.144060,-0.000505
1498879046.698399370,-0.000160,0.000301,-0.000150,0.645568,-0.750093,-0.143539,-0.000168
1498879046.728399370,-0.000269,0.000504,-0.000075,0.645561,-0.750088,-0.143595,-0.000174
1498879046.733399370,0.000041,-0.000324,0.000267,0.645899,-0.749844,-0.143345,0.000072
1498879046.763399370,0.000100,-0.000275,0.000326,0.645893,-0.749821,-0.143494,0.000023
1498879046.768399370,-0.001416,-0.000260,-0.003378,0.645787,-0.749925,-0.143427,0.000091
1498879046.793399370,-0.001357,-0.000155,-0.003458,0.645785,-0.749905,-0.143541,0.000067
1498879046.798399370,-0.000427,0.004000,0.000812,0.647132,-0.748734,-0.143592,-0.000337
1498879046.828399370,-0.000384,0.003392,0.000851,0.647140,-0.748727,-0.143584,-0.000326
1498879046.833399370,-0.000205,0.001261,0.000865,0.645514,-0.750118,-0.143644,-0.000023
1498879046.863399370,-0.000118,0.001574,0.000971,0.645513,-0.750116,-0.143662,-0.000022
1498879046.873399370,-0.002215,0.003046,-0.000492,0.646759,-0.749022,-0.143768,-0.000325
1498879046.893399370,-0.002189,0.002773,-0.000512,0.646760,-0.749019,-0.143775,-0.000326
1498879046.898399370,-0.000372,-0.000311,-0.000293,0.646546,-0.749206,-0.143765,-0.000380
1498879046.928399370,-0.000347,-0.000672,-0.000286,0.646548,-0.749204,-0.143768,-0.000376
1498879046.933399370,-0.000423,0.001310,-0.000109,0.645785,-0.749871,-0.143716,-0.000316
