1538595894.842455	7.906834	7.348660	7.348660
1538595894.875784	8.551046	8.448019	7.898340
1538595894.908998	7.641296	8.350493	8.049057
1538595894.942304	8.127291	8.561685	8.177214
1538595894.975727	7.765610	8.512433	8.244258
1538595895.009341	8.266257	8.312621	8.437050
1538595895.042679	8.182878	7.747653	8.296977
1538595895.075763	7.594130	6.793050	7.985488
1538595895.109275	7.773245	8.223868	7.917925
1538595895.142381	7.323354	8.276199	7.870678
1538595895.175680	7.941938	7.871088	7.782372
1538595895.209265	8.359123	7.528776	7.738596
1538595895.242280	4.431945	3.346137	7.049214
1538595895.275671	7.746983	7.606616	6.925763
1538595895.309005	7.627563	8.276979	6.925919
1538595895.342263	7.044175	7.778057	6.907313
1538595895.375655	8.215417	7.425412	6.886640
1538595895.408914	7.651183	7.893037	7.796020
1538595895.442306	7.506800	7.716819	7.818061
1538595895.475528	7.420491	7.524798	7.667625
1538595895.508934	7.682395	7.796535	7.671320
1538595895.542286	7.696761	8.002529	7.786744
1538595895.575584	7.045804	7.818358	7.771808
1538595895.608847	7.881259	7.950412	7.818526
1538595895.642411	7.379893	8.012352	7.916037
1538595895.675531	7.540411	7.722593	7.901249
1538595895.708834	7.628447	7.785825	7.857908
1538595895.742339	7.115660	7.791113	7.852459
1538595895.775500	8.106318	7.909641	7.844305
1538595895.808903	7.827867	8.226755	7.887186
1538595895.842266	7.487959	8.318943	8.006456
1538595895.875475	7.799232	8.535967	8.156484
1538595895.908825	8.166857	8.530925	8.304446
1538595895.942176	8.188092	9.122827	8.547083
1538595895.975491	8.365126	9.177039	8.737140
1538595896.008823	8.628940	9.419442	8.957240
1538595896.042177	6.455440	5.760289	8.402104
1538595896.075602	6.727541	6.036417	7.903203
1538595896.108889	6.702580	6.369031	7.352444
1538595896.142267	6.871123	6.088641	6.734764
1538595896.175451	7.002988	6.487193	6.148314
1538595896.208787	7.593549	7.601691	6.516595
1538595896.242152	7.761501	8.310753	6.971462
1538595896.275448	8.011231	8.314719	7.360599
1538595896.308896	8.092599	8.604262	7.863724
1538595896.342162	4.741424	4.669640	7.500213
1538595896.375644	5.225650	5.123364	7.004548
1538595896.408951	5.001723	4.981078	6.338613
1538595896.442371	6.315547	5.736162	5.822901
1538595896.476431	7.102291	6.776325	5.457314
1538595896.509673	8.624457	7.935044	6.110395
1538595896.542440	10.311204	9.713056	7.028333
1538595896.575509	12.298901	10.938112	8.219740
1538595896.608903	13.202831	12.626124	9.597732
1538595896.642135	14.572280	13.969190	11.036305
1538595896.675459	16.263859	15.502898	12.549876
1538595896.708728	17.391125	17.088659	14.024997
1538595896.742045	19.275702	19.178999	15.673174
1538595896.775454	20.766870	20.569544	17.261858
1538595896.809104	22.105892	22.434803	18.954981
1538595896.842160	23.836637	24.035828	20.661567
1538595896.875499	25.327574	24.470119	22.137859
1538595896.908920	27.061110	26.314882	23.565035
1538595896.942349	28.723162	28.094698	25.070066
1538595896.975410	30.643711	29.313700	26.445845
1538595897.008808	32.357006	30.513542	27.741388
1538595897.042175	33.896362	32.205601	29.288485
1538595897.075428	35.403919	33.295273	30.684563
1538595897.108803	36.939953	33.973129	31.860249
1538595897.142266	36.780945	34.787350	32.954979
1538595897.175771	36.207630	35.338844	33.920039
1538595897.209002	38.733498	36.051800	34.689279
1538595897.242414	39.489033	36.375893	35.305403
1538595897.275428	40.665318	37.326496	35.976077
1538595897.309002	40.499054	36.640793	36.346765
1538595897.341999	35.580658	35.259708	36.330938
1538595897.375304	36.170338	35.674252	36.255428
1538595897.408672	36.935379	35.795547	36.139359
1538595897.442031	38.829166	35.639324	35.801925
1538595897.475358	38.207283	35.333382	35.540443
1538595897.508601	37.864563	34.824066	35.453314
1538595897.541942	36.066429	33.475780	35.013620
1538595897.575322	34.962589	32.986526	34.451816
1538595897.608640	32.640545	31.772291	33.678409
1538595897.641944	31.393667	29.379930	32.487719
1538595897.675318	30.037455	27.976917	31.118289
1538595897.708610	28.241217	26.375151	29.698163
1538595897.742053	26.326815	25.273777	28.155613
1538595897.775425	24.617002	23.663639	26.533883
1538595897.808659	22.700510	21.743307	25.006558
1538595897.841942	21.840490	19.512022	23.313579
1538595897.875239	20.761877	20.287483	22.096046
1538595897.908572	19.099392	18.076777	20.656646
1538595897.941981	17.221964	16.678057	19.259529
1538595897.975200	15.940398	14.403989	17.791665
1538595898.008564	14.645170	13.697705	16.628802
1538595898.041870	12.931084	11.862937	14.943893
1538595898.075203	11.377826	10.331757	13.394889
1538595898.108580	9.873663	8.863260	11.831930
1538595898.141918	8.984474	8.865713	10.724274
1538595898.175194	8.666586	7.905759	9.565885
1538595898.208533	7.505182	7.220968	8.637491
1538595898.241888	6.540015	6.687095	7.908559
1538595898.275150	7.084884	5.999190	7.335745
1538595898.308482	5.989938	5.165812	6.595765
1538595898.341826	5.960861	4.257115	5.866036
1538595898.375201	6.353352	4.135030	5.248848
1538595898.408455	3.504751	2.259101	4.363250
1538595898.441705	2.803730	1.663337	3.496079
1538595898.475137	5.814435	5.556099	3.574137
1538595898.508396	6.550406	7.451646	4.213043
1538595898.541815	5.538941	6.210426	4.628122
1538595898.575141	4.466640	5.054355	5.187173
1538595898.608350	2.948125	2.904706	5.435447
1538595898.641899	1.828256	1.457774	4.615782
1538595898.675131	0.486220	0.246829	3.174818
1538595898.708343	-0.654356	-0.507904	1.831152
1538595898.741765	-1.279251	-1.331868	0.553908
1538595898.775030	-2.907108	-3.021251	-0.631284
1538595898.808373	-2.279425	-3.125098	-1.547858
1538595898.841866	-2.472296	-2.713489	-2.139922
1538595898.875194	-3.333376	-3.595479	-2.757437
1538595898.908488	-4.384250	-5.145691	-3.520201
1538595898.941736	-5.610206	-6.010264	-4.118004
1538595898.974995	-5.879876	-6.436648	-4.780314
1538595899.008360	-6.105999	-5.426635	-5.322943
1538595899.041778	-7.497803	-5.007845	-5.605417
1538595899.075025	-8.468572	-6.540248	-5.884328
1538595899.108401	-9.439151	-7.852916	-6.252858
1538595899.141733	-9.599380	-8.052061	-6.575941
1538595899.175050	-9.247382	-6.974760	-6.885566
1538595899.208403	-8.892896	-6.571526	-7.198302
1538595899.241681	-8.662806	-6.861544	-7.262561
1538595899.276620	-8.407292	-7.445943	-7.181167
1538595899.308268	-7.850032	-7.054027	-6.981560
1538595899.341683	-5.922286	-4.702739	-6.527156
1538595899.375055	-7.350344	-6.740629	-6.560976
1538595899.408268	-7.214010	-7.290924	-6.646852
1538595899.441733	-6.173502	-6.537632	-6.465190
1538595899.475038	-5.100612	-6.333376	-6.321060
1538595899.508389	-3.486832	-4.273635	-6.235239
1538595899.541649	-2.354251	-2.879914	-5.463096
1538595899.575016	-0.825058	-1.238856	-4.252683
1538595899.608262	-1.970898	-2.025246	-3.350205
1538595899.641592	0.116385	-0.058020	-2.095134
1538595899.675027	0.611428	0.875100	-1.065387
1538595899.708304	2.320896	2.522325	0.015061
1538595899.741577	2.808581	3.345805	0.931993
1538595899.774992	3.194405	1.670705	1.671183
1538595899.808222	4.840581	3.040457	2.290879
1538595899.841585	5.330965	3.134598	2.742778
1538595899.874841	6.789262	4.088758	3.056065
1538595899.908215	7.189358	5.792634	3.545430
1538595899.941662	6.115437	3.637031	3.938696
1538595899.974954	6.771791	4.255774	4.181759
1538595900.008402	8.673798	6.021263	4.759092
1538595900.041618	8.983428	6.179317	5.177204
1538595900.074949	9.938191	6.637486	5.346174
1538595900.108282	9.385024	6.409183	5.900605
1538595900.141531	9.389908	6.608890	6.371228
1538595900.174912	9.228483	6.408701	6.448715
1538595900.208156	8.695761	5.447079	6.302268
1538595900.241538	7.421239	5.580762	6.090923
1538595900.274908	8.135222	5.552135	5.919513
1538595900.308187	8.678176	5.359581	5.669652
1538595900.341578	8.643421	5.723329	5.532577
1538595900.374918	9.308954	5.636840	5.570529
1538595900.408188	9.179219	6.366068	5.727591
1538595900.441598	9.691809	7.528636	6.122891
1538595900.474895	9.782960	7.426921	6.536359
1538595900.508220	7.807866	6.695601	6.730813
1538595900.541559	9.222945	7.625700	7.128585
1538595900.574982	10.255807	9.118822	7.679136
1538595900.608175	11.355542	10.116004	8.196610
1538595900.641670	12.097836	10.753680	8.861961
1538595900.675197	13.150993	11.550320	9.832905
1538595900.708293	15.093241	13.301100	10.967985
1538595900.741817	16.849686	15.138310	12.171883
1538595900.774973	18.526176	16.628658	13.474414
1538595900.808387	20.555361	18.038750	14.931428
1538595900.841755	21.991405	19.198948	16.461153
1538595900.875186	24.034086	21.419491	18.084831
1538595900.908190	25.474625	23.005951	19.658360
1538595900.941480	26.853746	23.981251	21.128878
1538595900.974761	28.203197	24.545334	22.430195
1538595901.008080	29.195948	25.360741	23.662553
1538595901.041446	30.333874	26.266716	24.631998
1538595901.074732	31.293694	27.351879	25.501184
1538595901.108096	31.869137	27.508724	26.206679
1538595901.141425	32.428467	27.221397	26.741891
1538595901.174778	31.886492	28.355604	27.340864
1538595901.208035	31.660173	25.765387	27.240598
1538595901.241433	31.115036	26.516689	27.073560
1538595901.274755	29.889385	25.319748	26.635765
1538595901.308018	28.872196	24.473242	26.086134
1538595901.341507	27.529743	23.428955	25.100804
1538595901.374844	26.014612	22.091608	24.366048
1538595901.408071	23.818785	19.909374	23.044585
1538595901.441429	21.819956	18.494595	21.679555
1538595901.474826	19.479034	17.433563	20.271619
1538595901.508059	17.546432	14.948697	18.575567
1538595901.541383	15.842950	13.295877	16.816421
1538595901.574688	13.811178	11.341428	15.102832
1538595901.607984	12.321463	11.296067	13.663126
1538595901.641426	9.480632	7.423230	11.661060
1538595901.674708	10.144327	9.777314	10.626783
1538595901.708057	8.310361	8.054955	9.578599
1538595901.741365	7.249601	6.551390	8.620591
1538595901.774635	6.184554	5.868892	7.535156
1538595901.808041	7.158701	6.848784	7.420267
1538595901.841352	6.286711	6.338546	6.732513
1538595901.874698	5.787430	5.830685	6.287659
1538595901.907954	4.840566	5.048501	5.987081
1538595901.941515	3.887967	3.590420	5.531387
1538595901.974640	2.384534	2.450309	4.651692
1538595902.007999	2.134596	1.563689	3.696721
1538595902.041440	3.391332	2.496774	3.029938
1538595902.074610	5.553764	4.963132	3.012865
1538595902.108134	-2.322107	-0.754130	2.143955
1538595902.141289	0.354302	1.617329	1.977359
1538595902.174634	-0.340481	2.124752	2.089571
1538595902.207940	-0.580401	1.769731	1.944163
1538595902.241394	-1.241434	0.707819	1.093100
