0,0,0.306957,1.551633,0.244396,0.390062,1.360756,-0.769661,0.277933,1.31188,-0.763219,0.331006,1.36232,-0.769222,0.246608,1.682718,0.225144,0.330036,1.365689,-0.808782,0.300156,1.36374,-0.768528,0.250421,1.550405,0.229268,0.299056,1.688262,0.23959,,,,,,,,,,,,,,,,,,
1,0.008333,0.306923,1.551635,0.244539,0.390062,1.360754,-0.769662,0.277933,1.311889,-0.76321,0.331008,1.362318,-0.769228,0.2466,1.682715,0.225205,0.330032,1.365689,-0.808787,0.30015,1.363734,-0.768529,0.250388,1.550407,0.229337,0.299014,1.688243,0.239771,,,,,,,,,,,,,,,,,,
2,0.016667,0.306834,1.551624,0.244727,0.39007,1.360755,-0.769663,0.27793,1.311885,-0.763206,0.331007,1.362319,-0.769231,0.246582,1.682716,0.22527,0.330035,1.365692,-0.808785,0.300152,1.363737,-0.768528,0.250353,1.550393,0.229419,0.299007,1.688229,0.239896,,,,,,,,,,,,,,,,,,
3,0.025,0.306759,1.551603,0.244861,0.390062,1.360749,-0.769663,0.277949,1.31192,-0.763174,0.331008,1.362321,-0.769235,0.246563,1.682703,0.225328,0.330036,1.365689,-0.808792,0.300159,1.363734,-0.76853,0.250319,1.550385,0.229494,0.298995,1.688213,0.240005,,,,,,,,,,,,,,,,,,
4,0.033333,0.306715,1.551581,0.244981,0.390064,1.360758,-0.769672,0.27794,1.311897,-0.76325,0.331,1.362314,-0.769228,0.246544,1.682689,0.225383,0.330037,1.365687,-0.808792,0.30016,1.363733,-0.768534,0.250278,1.550364,0.229574,0.298973,1.6882,0.240108,,,,,,,,,,,,,,,,,,
5,0.041667,0.306616,1.55153,0.245137,0.390063,1.360754,-0.769664,0.277925,1.311882,-0.763224,0.331006,1.362322,-0.76922,0.246515,1.682683,0.225425,0.330035,1.365685,-0.808785,0.300152,1.363739,-0.76853,0.250237,1.550351,0.22966,0.29893,1.688196,0.240184,,,,,,,,,,,,,,,,,,
6,0.05,0.306548,1.551503,0.245246,0.390057,1.360765,-0.769661,0.277911,1.311871,-0.763282,0.331008,1.362323,-0.769228,0.246477,1.682658,0.225499,0.330027,1.365695,-0.808786,0.300159,1.36374,-0.768525,0.250192,1.550341,0.229734,0.298889,1.688171,0.240276,,,,,,,,,,,,,,,,,,
7,0.058333,0.306497,1.551466,0.245347,0.390059,1.360764,-0.769665,0.277931,1.311876,-0.763279,0.331003,1.362315,-0.769224,0.246437,1.682623,0.22556,0.330032,1.365688,-0.808782,0.30016,1.363742,-0.768523,0.250142,1.550304,0.229808,0.29883,1.688128,0.240334,,,,,,,,,,,,,,,,,,
8,0.066667,0.306426,1.551406,0.245465,0.390055,1.360753,-0.769663,0.2779,1.311862,-0.763334,0.330997,1.362321,-0.76922,0.246396,1.682582,0.225622,0.330032,1.365689,-0.808782,0.30015,1.363734,-0.768521,0.250088,1.550265,0.229885,0.298759,1.688068,0.240399,,,,,,,,,,,,,,,,,,
9,0.075,0.306341,1.55135,0.245569,0.390064,1.360757,-0.769664,0.277917,1.311867,-0.763261,0.331002,1.362315,-0.769231,0.246324,1.682533,0.225697,0.330031,1.365686,-0.808782,0.300158,1.363748,-0.768529,0.249989,1.550221,0.230042,0.298695,1.68802,0.240466,,,,,,,,,,,,,,,,,,
10,0.083333,0.306266,1.551319,0.245644,0.390062,1.360764,-0.769666,0.277931,1.311885,-0.763201,0.330998,1.362314,-0.769228,0.246252,1.68249,0.225779,0.33003,1.365685,-0.808785,0.300148,1.363736,-0.768527,0.249912,1.550166,0.230158,0.29861,1.688002,0.240494,,,,,,,,,,,,,,,,,,
11,0.091667,0.306183,1.551303,0.245749,0.390056,1.360755,-0.769664,0.277909,1.311888,-0.76321,0.33101,1.362319,-0.769234,0.246154,1.68245,0.225882,0.330029,1.365685,-0.808786,0.300153,1.363741,-0.768531,0.249826,1.550132,0.230249,0.298534,1.687978,0.240548,,,,,,,,,,,,,,,,,,
12,0.1,0.306099,1.551287,0.245865,0.390047,1.360752,-0.76966,0.277915,1.311884,-0.763225,0.330991,1.362319,-0.76921,0.246049,1.682438,0.225956,0.330031,1.36569,-0.808785,0.30015,1.363732,-0.76852,0.249736,1.550096,0.230367,0.298374,1.687926,0.240699,,,,,,,,,,,,,,,,,,
13,0.108333,0.306,1.55126,0.245952,0.390046,1.360763,-0.769657,0.277921,1.311892,-0.763228,0.331002,1.362324,-0.769217,0.245942,1.682406,0.226063,0.33003,1.365694,-0.808783,0.300138,1.363743,-0.768524,0.249625,1.550075,0.230479,0.298244,1.687906,0.240819,,,,,,,,,,,,,,,,,,
14,0.116667,0.30591,1.55124,0.246057,0.39005,1.36076,-0.76966,0.277901,1.311884,-0.763267,0.330995,1.362315,-0.769219,0.245826,1.682365,0.226171,0.33003,1.365692,-0.808784,0.300146,1.36374,-0.768522,0.249524,1.550028,0.2306,0.298119,1.687874,0.240903,,,,,,,,,,,,,,,,,,
15,0.125,0.305807,1.551217,0.246164,0.39005,1.360746,-0.769653,0.27791,1.311864,-0.7633,0.331004,1.362314,-0.769224,0.245695,1.682314,0.226278,0.33003,1.365685,-0.808782,0.300135,1.36373,-0.76852,0.249418,1.549991,0.230693,0.298005,1.687843,0.240995,,,,,,,,,,,,,,,,,,
16,0.133333,0.305639,1.551225,0.246367,0.390053,1.36075,-0.769653,0.277914,1.311841,-0.763289,0.330998,1.362318,-0.769211,0.245536,1.682285,0.226422,0.330027,1.365692,-0.808787,0.300139,1.363724,-0.768515,0.249275,1.549954,0.230843,0.297815,1.687828,0.241119,,,,,,,,,,,,,,,,,,
17,0.141667,0.305495,1.551209,0.24651,0.39005,1.360759,-0.769651,0.277926,1.311839,-0.763308,0.330998,1.362319,-0.769211,0.245392,1.682261,0.226554,0.33003,1.365695,-0.808779,0.30014,1.363742,-0.768512,0.249153,1.549939,0.23093,0.297687,1.687822,0.241204,,,,,,,,,,,,,,,,,,
18,0.15,0.305342,1.551131,0.246674,0.390059,1.360752,-0.769653,0.277907,1.311847,-0.7633,0.330991,1.362323,-0.769219,0.245257,1.682217,0.22665,0.33002,1.365687,-0.808779,0.300149,1.363744,-0.768517,0.249026,1.549904,0.231048,0.297556,1.687787,0.241293,,,,,,,,,,,,,,,,,,
19,0.158333,0.30521,1.551106,0.246756,0.39006,1.360745,-0.76965,0.277911,1.311849,-0.763319,0.330995,1.362318,-0.769219,0.24513,1.682205,0.226732,0.330029,1.36569,-0.808782,0.300143,1.363734,-0.768518,0.248901,1.5499,0.231144,0.29737,1.687654,0.241272,,,,,,,,,,,,,,,,,,
20,0.166667,0.305082,1.551117,0.246868,0.390056,1.360763,-0.769657,0.27791,1.311864,-0.763246,0.330987,1.362312,-0.769202,0.245012,1.682203,0.226792,0.330024,1.365694,-0.808779,0.300145,1.363734,-0.768511,0.248766,1.549901,0.231212,0.297238,1.687646,0.241383,,,,,,,,,,,,,,,,,,
