1539612729.701135	-2.567110	-0.995488	-0.995488	0.048773	0.002398	0.835190
1539612729.767781	-1.992925	-0.589276	-0.792382	0.048007	-0.001670	0.834797
1539612729.800968	-2.217740	-0.501150	-0.695305	0.046179	-0.001020	0.834879
1539612729.834290	-2.113363	-0.943461	-0.757344	0.048659	-0.004310	0.834422
1539612729.867687	-1.825634	-0.580875	-0.722050	0.047972	-0.001698	0.834658
1539612729.901069	-2.107746	-0.863562	-0.695665	0.047216	0.000711	0.835184
1539612729.934365	-1.626380	-0.336941	-0.645198	0.048939	-0.003151	0.835266
1539612729.967593	-2.080602	-0.380548	-0.621078	0.046904	-0.006501	0.834463
1539612730.001183	-1.540553	-0.774770	-0.587339	0.049113	-0.002131	0.834064
1539612730.039435	-1.428157	-0.455053	-0.562175	0.049131	-0.003646	0.834080
1539612730.100971	-1.898193	-0.573644	-0.504191	0.049019	-0.000600	0.834122
1539612730.134309	-1.922804	-0.764798	-0.589763	0.048789	-0.002953	0.834480
1539612730.167704	-1.980294	-0.846124	-0.682878	0.047566	-0.002173	0.833930
1539612730.201088	-2.052005	-0.691399	-0.666204	0.048969	-0.004154	0.834560
1539612730.234363	-2.112789	-0.837224	-0.742638	0.048488	0.000105	0.834307
1539612730.267887	-2.340008	-0.689729	-0.765855	0.047303	-0.002756	0.834408
1539612730.300951	-2.469484	-0.712584	-0.755412	0.047379	-0.005947	0.835865
1539612730.334320	-2.040145	-0.895724	-0.765332	0.048501	-0.001110	0.835234
1539612730.367671	-2.235217	-0.817438	-0.790540	0.048814	-0.001152	0.836236
1539612730.400965	-1.740385	-0.826869	-0.788469	0.051005	0.000977	0.836132
1539612730.434399	-3.033560	-1.428246	-0.936172	0.047131	0.000375	0.836353
1539612730.467672	-2.679756	-1.492519	-1.092159	0.048918	-0.000528	0.836225
1539612730.501197	-2.669769	-0.928022	-1.098619	0.048706	0.001617	0.836991
1539612730.534212	-2.337629	-0.558400	-1.046811	0.049571	0.003131	0.837582
1539612730.567533	-3.671804	-1.375590	-1.156556	0.047550	0.003055	0.837517
1539612730.600947	-3.322830	-1.136856	-1.098278	0.048581	0.003419	0.838739
1539612730.634315	-2.799259	-1.233140	-1.046402	0.048880	0.003330	0.839016
1539612730.667571	-2.999036	-1.239375	-1.108672	0.050294	0.003435	0.840142
1539612730.700837	-3.277589	-2.028251	-1.402642	0.051003	0.000449	0.841199
1539612730.734245	-3.896916	-2.401892	-1.607903	0.051308	0.001790	0.842490
1539612730.767463	-3.522641	-2.374446	-1.855421	0.053897	0.000864	0.843756
1539612730.800833	-4.025413	-2.750850	-2.158963	0.054120	-0.000786	0.845819
1539612730.834164	-4.260961	-3.094365	-2.529961	0.057111	0.000208	0.847626
1539612730.867474	-5.159405	-3.934648	-2.911240	0.056732	-0.001312	0.850606
1539612730.900847	-3.247868	0.398765	-2.351109	0.062281	-0.004335	0.855031
1539612730.934161	-5.002679	-4.993161	-2.874852	0.059085	-0.000580	0.855954
1539612730.967438	-3.209749	-0.757967	-2.476275	0.067057	-0.005148	0.859493
1539612731.000863	-3.679707	-1.601894	-2.177781	0.067991	-0.008921	0.863299
1539612731.034169	-8.692006	-2.909645	-1.972780	0.062114	-0.002273	0.870172
1539612731.067409	-9.453252	-4.124723	-2.877478	0.065266	-0.001107	0.873986
1539612731.100993	-9.435288	-4.734979	-2.825841	0.066519	-0.002826	0.877879
1539612731.134211	-9.652819	-5.379685	-3.750185	0.073054	-0.006905	0.880125
1539612731.167526	-9.516263	-6.266776	-4.683161	0.074045	-0.004376	0.882740
1539612731.200808	-9.467445	-6.505913	-5.402415	0.076363	-0.005157	0.886256
1539612731.234120	-6.902175	-3.208725	-5.219215	0.086404	-0.002343	0.887187
1539612731.267425	-7.404063	-4.268635	-5.125947	0.089869	-0.002062	0.890288
1539612731.300777	-8.118348	-4.921559	-5.034322	0.090243	-0.009244	0.894211
1539612731.334084	-7.063273	-4.515378	-4.684042	0.093923	-0.006597	0.899438
1539612731.367450	-8.891082	-5.603856	-4.503631	0.094726	-0.009695	0.901808
1539612731.400866	-11.476481	-6.117779	-5.085441	0.092018	-0.008516	0.910190
1539612731.434200	-10.989014	-6.130320	-5.457778	0.094430	-0.007156	0.913045
1539612731.467507	-10.895032	-6.014631	-5.676393	0.095576	-0.005806	0.917582
1539612731.500855	-10.164589	-5.627022	-5.898722	0.096078	-0.006587	0.921401
1539612731.534081	-10.120456	-5.589028	-5.895756	0.094675	-0.007624	0.924547
1539612731.567436	-9.491649	-5.348855	-5.741971	0.093839	-0.006226	0.927633
1539612731.600839	-9.759516	-4.783241	-5.472555	0.091074	-0.005993	0.931115
1539612731.667553	-11.042309	-9.380033	-6.145636	0.084163	0.001098	0.938207
1539612731.700756	-10.602689	-8.781194	-6.776470	0.083605	0.001900	0.941157
1539612731.734115	-6.148396	-0.420246	-5.742714	0.086745	-0.000187	0.947297
1539612731.767449	-5.131336	0.133020	-4.646339	0.085063	-0.001662	0.951588
1539612731.800695	-3.902281	0.882839	-3.513123	0.083592	-0.003741	0.955775
1539612731.834080	-1.987029	1.521253	-1.332866	0.083183	-0.011095	0.961389
1539612731.867409	-4.666954	-6.274577	-0.831542	0.071713	-0.010293	0.965446
1539612731.900775	-7.634423	-5.948692	-1.937231	0.062039	-0.011860	0.974191
1539612731.934114	-6.310776	-4.532821	-2.870400	0.058175	-0.008792	0.981318
1539612731.967439	-2.688310	-2.076513	-3.462270	0.058254	-0.010947	0.987797
1539612732.000723	-2.272855	-0.901171	-3.946755	0.053432	-0.013950	0.992719
1539612732.034061	-2.549134	0.066925	-2.678454	0.045328	-0.016844	0.997717
1539612732.067419	-0.079557	1.884778	-1.111760	0.044996	-0.025245	1.002468
1539612732.100692	1.525016	2.714749	0.337754	0.042103	-0.029203	1.008052
1539612732.133982	2.294152	3.222508	1.397558	0.039324	-0.031062	1.011943
1539612732.167346	6.488008	5.525599	2.682912	0.041067	-0.028399	1.018778
1539612732.200695	1.507799	0.277981	2.725123	0.030460	-0.025794	1.020186
1539612732.233993	-3.009413	1.474220	2.643011	0.021112	-0.025891	1.029489
1539612732.267352	-4.175695	-3.212029	1.457656	0.015751	-0.023735	1.033233
1539612732.300622	4.310158	3.031026	1.419359	0.027064	-0.015755	1.035437
1539612732.334062	1.375233	-2.581808	-0.202122	0.021409	-0.016958	1.040724
1539612732.367367	6.231311	4.366896	0.615661	0.027122	-0.029087	1.040215
1539612732.400699	4.732641	3.606941	1.042205	0.026242	-0.030797	1.043854
1539612732.433980	0.942426	-2.213988	1.241813	0.020881	-0.025889	1.048876
1539612732.467578	0.674368	-2.355212	0.164566	0.019947	-0.030259	1.050988
1539612732.500706	-0.291858	-1.945929	0.291741	0.018514	-0.025277	1.053394
1539612732.533933	-1.041620	-2.281579	-1.037954	0.017211	-0.025476	1.057971
1539612732.567238	3.061696	2.205179	-1.318306	0.025135	-0.025732	1.056704
1539612732.600638	2.190807	1.369396	-0.601629	0.027146	-0.033936	1.058654
1539612732.634029	0.875688	0.725004	0.014414	0.027244	-0.028307	1.060712
1539612732.667160	0.479578	-0.223230	0.358954	0.029454	-0.025193	1.064808
1539612732.700627	-0.087970	-1.374145	0.540441	0.032522	-0.023249	1.066512
1539612732.733972	-1.072012	-2.147418	-0.330078	0.035793	-0.024706	1.069551
1539612732.767150	-2.224592	-2.711693	-1.146296	0.037260	-0.025238	1.072904
1539612732.833880	-6.413388	-6.455761	-2.582449	0.040179	-0.019493	1.081635
1539612732.867221	-8.121999	-8.133543	-4.164512	0.043698	-0.027994	1.084816
1539612732.900614	-5.629127	-4.437795	-4.777242	0.056170	-0.028837	1.084230
1539612732.933883	-7.186723	-5.966070	-5.540972	0.058550	-0.035311	1.092534
1539612732.967131	-5.896829	-2.491998	-5.497033	0.071534	-0.032903	1.094895
1539612733.000496	-4.817059	-2.779028	-4.761687	0.076298	-0.029129	1.102975
1539612733.033958	-5.307791	-3.594583	-3.853895	0.081755	-0.031239	1.106487
1539612733.067259	-6.040300	-5.597254	-4.085786	0.086306	-0.033975	1.110902
1539612733.100502	-7.480722	-7.001936	-4.292960	0.088488	-0.033902	1.114457
1539612733.133813	-5.929807	-2.128335	-4.220227	0.096602	-0.033257	1.119637
1539612733.167185	-11.299479	-9.591357	-5.582693	0.093293	-0.033740	1.122369
1539612733.200651	-8.266937	-3.914078	-5.646592	0.097200	-0.032530	1.128986
1539612733.233787	-8.210816	-4.540810	-5.435303	0.098763	-0.024827	1.133208
1539612733.267127	-9.349982	-4.877100	-5.010336	0.100306	-0.030832	1.135467
1539612733.300894	-8.964783	-5.166993	-5.618068	0.105890	-0.037665	1.134084
1539612733.333845	-9.748640	-5.975387	-4.894874	0.102727	-0.034962	1.139891
1539612733.367149	-9.250943	-6.001091	-5.312276	0.101409	-0.030253	1.144402
1539612733.400612	-11.768538	-10.959044	-6.595923	0.099589	-0.034524	1.144135
1539612733.433830	-10.532282	-9.943279	-7.609159	0.100190	-0.036170	1.146838
1539612733.467102	-10.206853	-9.055726	-8.386905	0.095206	-0.026137	1.151876
1539612733.500628	-7.212069	-2.662765	-7.724381	0.096653	-0.022804	1.156908
1539612733.533811	-5.292271	-1.784853	-6.881133	0.099006	-0.032238	1.159179
1539612733.567099	-4.953556	-1.334565	-4.956238	0.096126	-0.027979	1.161518
1539612733.600463	-7.341081	-6.916298	-4.350841	0.091196	-0.030468	1.160628
1539612733.633766	-6.683917	-5.838036	-3.707303	0.086383	-0.039683	1.162060
1539612733.667040	-6.006696	-3.911078	-3.956966	0.079843	-0.043544	1.164693
1539612733.700340	-5.115822	-2.471006	-4.094197	0.077747	-0.052044	1.166377
1539612733.733712	-3.747925	-0.745378	-3.976359	0.071950	-0.037001	1.170194
1539612733.767056	-2.686162	0.629729	-2.467154	0.068884	-0.042053	1.171567
1539612733.800352	-1.906008	-3.023240	-1.904194	0.061910	-0.041273	1.178768
1539612733.833662	1.407258	-0.845673	-1.291113	0.061700	-0.037849	1.181977
1539612733.867021	-3.377669	-5.859612	-1.968834	0.047362	-0.047924	1.179157
1539612733.900358	-3.354271	-5.029380	-2.825635	0.041997	-0.057577	1.181653
1539612733.933727	-3.106812	-3.788628	-3.709306	0.037157	-0.051812	1.185057
1539612733.967067	3.206231	3.877172	-2.329224	0.042007	-0.047233	1.187801
1539612734.000411	-0.591474	-1.113721	-2.382834	0.031281	-0.055953	1.189702
1539612734.033690	0.741215	-0.370756	-1.285063	0.028727	-0.051288	1.190534
1539612734.067059	3.664428	1.281894	-0.022808	0.028681	-0.054539	1.192265
1539612734.100335	1.905613	1.497523	1.034422	0.023331	-0.053326	1.196800
1539612734.133689	2.697954	2.372685	0.733525	0.021988	-0.046628	1.199503
1539612734.167003	-1.180891	-4.122584	0.131752	0.012747	-0.069117	1.193995
1539612734.200296	4.533388	4.249895	1.055883	0.018433	-0.056888	1.200814
1539612734.233689	3.738031	3.599123	1.519328	0.017414	-0.057379	1.202868
1539612734.267026	5.216927	3.946662	2.009156	0.021577	-0.049869	1.206364
1539612734.300604	3.882614	4.131295	2.360878	0.017557	-0.057753	1.207291
1539612734.334051	5.074951	3.544135	3.894222	0.022385	-0.055517	1.210986
1539612734.366921	4.020772	3.000728	3.644389	0.021532	-0.059908	1.212490
1539612734.400470	3.628290	3.082008	3.540966	0.020097	-0.061301	1.213891
1539612734.433652	2.683924	2.806321	3.312898	0.020157	-0.054347	1.215321
1539612734.466907	1.812232	1.394799	2.765598	0.022352	-0.058700	1.216825
1539612734.500470	4.313571	1.196000	2.295971	0.025777	-0.183483	1.211010
1539612734.533634	1.288764	0.626369	1.821099	0.024348	-0.065958	1.223611
1539612734.566900	1.004134	0.385540	1.281806	0.027920	-0.050061	1.225775
1539612734.600276	-0.361787	-3.959722	-0.071403	0.034397	-0.179660	1.216030
1539612734.633586	0.870458	2.632426	0.176123	0.042893	-0.054198	1.231723
1539612734.666885	-0.532724	-1.233023	-0.309682	0.049370	-0.170904	1.219525
1539612734.700649	-0.047468	0.451798	-0.344596	0.050866	-0.045325	1.240472
1539612734.733495	-5.521912	-7.882244	-1.998153	0.050200	-0.060774	1.239550
1539612734.766881	0.145198	3.531696	-0.499869	0.062210	-0.043478	1.242894
1539612734.800385	-0.693892	1.835554	-0.659244	0.068299	-0.049331	1.247753
1539612734.833611	-3.509317	-0.563391	-0.525317	0.071043	-0.053446	1.248385
1539612734.866905	-2.918635	-1.591537	-0.933984	0.078496	-0.056157	1.249687
1539612734.900699	-2.950141	-2.612076	0.120049	0.080313	-0.065536	1.250276
1539612734.933462	-2.230214	-3.004828	-1.187255	0.082611	-0.043093	1.257431
1539612734.966797	-9.166393	-7.629512	-3.080269	0.092694	-0.172271	1.248109
1539612735.000419	-11.161600	-9.219708	-4.811532	0.097955	-0.172901	1.250582
1539612735.033532	-12.757774	-10.462265	-6.585678	0.094886	-0.183871	1.251962
1539612735.066845	-8.568765	-7.943699	-7.652003	0.092927	-0.068460	1.263378
1539612735.100286	-9.486787	-8.567439	-8.764525	0.093592	-0.055519	1.267958
1539612735.133429	-9.967164	-9.001912	-9.039005	0.096361	-0.064777	1.269424
1539612735.166842	-10.696361	-9.352715	-9.065606	0.095277	-0.061688	1.270643
1539612735.200279	-11.430324	-9.672984	-8.907750	0.091029	-0.059289	1.274798
1539612735.233418	-10.035300	-8.451874	-9.009385	0.094247	-0.066126	1.276168
1539612735.266788	-8.238911	-6.762808	-8.648458	0.089822	-0.047529	1.285110
1539612735.300354	-10.814248	-8.757368	-8.599550	0.098031	-0.175391	1.271761
1539612735.333518	-4.905018	-4.437306	-7.616468	0.090022	-0.053790	1.286367
1539612735.366771	-6.451922	-5.119133	-6.705698	0.086756	-0.053433	1.286550
1539612735.400587	-6.052469	-5.031051	-6.021533	0.080528	-0.044699	1.288562
1539612735.433409	-7.071465	-4.867314	-5.642435	0.081094	-0.052198	1.291529
1539612735.466749	-3.578632	-1.817741	-4.254509	0.076952	-0.045335	1.292293
1539612735.500108	-15.432968	-14.578451	-6.282738	0.065711	-0.166766	1.280779
1539612735.533686	-5.250177	-3.648094	-5.988530	0.071676	-0.166757	1.286036
1539612735.566854	-10.288400	-10.198541	-7.022028	0.056345	-0.163344	1.284713
1539612735.600227	-0.770231	3.733754	-5.301814	0.064735	-0.051536	1.298370
1539612735.633412	-4.765036	-6.239347	-6.186136	0.055595	-0.172498	1.285851
1539612735.666800	-2.436934	-0.015529	-3.273551	0.049067	-0.040145	1.302064
1539612735.700239	-7.606828	-8.186761	-4.181285	0.040630	-0.178599	1.284231
1539612735.733449	-2.635846	-5.426723	-3.226921	0.035603	-0.181093	1.283714
1539612735.766759	-0.748283	-1.414585	-4.256589	0.032950	-0.173717	1.284007
1539612735.800235	-0.378925	-0.648998	-3.138519	0.028174	-0.050234	1.298386
1539612735.833431	5.621653	0.812573	-2.972899	0.033996	-0.183529	1.282842
1539612735.866838	-3.347584	-5.565398	-2.448626	0.009763	-0.164862	1.276695
1539612735.900092	-1.822122	-5.314843	-2.426250	0.010526	-0.177156	1.276656
1539612735.933374	5.289719	3.925291	-1.358275	0.022205	-0.055535	1.290824
1539612735.966685	5.891799	4.609058	-0.306664	0.018762	-0.049478	1.292297
1539612736.000126	-1.743545	-3.356683	-1.140515	0.007556	-0.061056	1.280977
1539612736.033397	-0.306185	-3.949875	-0.817410	0.005284	-0.186431	1.266894
1539612736.066684	2.985629	5.075379	1.260634	0.009723	-0.066356	1.279739
1539612736.100639	1.609962	-2.112776	0.053021	0.006304	-0.187801	1.264741
1539612736.133333	5.097717	4.076668	-0.053457	0.018621	-0.047673	1.278179
1539612736.166650	3.737693	3.576432	1.333166	0.021451	-0.055689	1.273749
1539612736.200479	-3.636248	-5.649049	0.993331	0.007887	-0.184570	1.253818
1539612736.233407	1.317667	1.537817	0.285818	0.027330	-0.048874	1.264409
1539612736.266757	-3.799644	-6.259069	-0.543440	0.017328	-0.171005	1.244183
1539612736.300109	0.287376	-0.642562	-1.487286	0.026235	-0.055003	1.250945
1539612736.333368	-0.727406	-1.361411	-2.474855	0.030702	-0.065095	1.245298
1539612736.366754	-0.111969	-1.754235	-1.695892	0.038180	-0.056346	1.235080
1539612736.400271	2.023212	2.625497	-1.478356	0.046359	-0.057115	1.233982
1539612736.433326	-3.120635	-4.522531	-1.131048	0.045816	-0.054794	1.224106
1539612736.466610	-0.305830	-1.037417	-1.210019	0.054985	-0.043491	1.219932
1539612736.500244	-3.006355	-3.112079	-1.560153	0.059630	-0.160582	1.203673
1539612736.533353	-5.994747	-4.645544	-2.138415	0.059418	-0.063522	1.201535
1539612736.566621	-2.004593	0.545185	-2.554477	0.069839	-0.049654	1.200579
1539612736.600425	-3.406690	-0.871963	-1.824363	0.076212	-0.043308	1.194228
1539612736.633230	-5.709744	-3.420010	-2.300882	0.077409	-0.039241	1.187912
1539612736.666648	-6.716287	-4.367534	-2.551973	0.079296	-0.044267	1.183049
1539612736.699951	-7.602768	-5.360448	-2.694954	0.082213	-0.037467	1.177815
1539612736.733294	-7.727534	-6.507463	-4.105483	0.087435	-0.040727	1.172454
1539612736.766540	-8.223303	-7.301369	-5.391365	0.088773	-0.036941	1.168576
1539612736.800086	-5.224080	-1.830823	-5.073527	0.098178	-0.037807	1.166680
1539612736.833267	-7.087699	-7.708727	-5.741766	0.094765	-0.031821	1.161753
1539612736.866569	-5.027461	-1.579330	-4.985542	0.097745	-0.031810	1.159436
1539612736.900407	-5.632453	-2.174339	-4.118918	0.098186	-0.041897	1.155180
1539612736.933257	-5.648725	-2.034315	-3.065507	0.099127	-0.026879	1.149646
1539612736.966596	-7.814729	-8.215719	-4.342486	0.094661	-0.031109	1.144362
1539612737.000148	-6.662040	-2.876285	-3.375998	0.097172	-0.028764	1.138557
1539612737.033188	-5.438978	-2.747906	-3.609713	0.095329	-0.016901	1.136856
1539612737.066741	-4.523942	-1.714284	-3.517702	0.096169	-0.024333	1.130661
1539612737.099984	-3.317349	-0.918000	-3.294439	0.096962	-0.026806	1.124894
1539612737.133239	-4.704867	-2.511180	-2.153531	0.096355	-0.146455	1.112481
1539612737.166554	-2.866567	0.546035	-1.469067	0.090821	-0.025234	1.114548
1539612737.199966	-5.428327	-4.489109	-1.817307	0.084495	-0.028111	1.108728
1539612737.233218	-4.432364	-2.772533	-2.028957	0.080763	-0.028894	1.101126
1539612737.266694	-5.070773	-2.693481	-2.384054	0.075763	-0.036307	1.092665
1539612737.300170	-3.537579	-0.619079	-2.005633	0.071105	-0.026926	1.085103
1539612737.333171	-2.223844	1.568015	-1.801237	0.065093	-0.020419	1.079887
1539612737.366508	-2.345545	-1.734287	-1.250273	0.054566	-0.026047	1.072216
1539612737.399883	-0.760758	0.438283	-0.608110	0.048844	-0.021587	1.066009
1539612737.433146	1.104373	1.955418	0.321670	0.046448	-0.023119	1.058724
1539612737.466501	2.598218	3.369909	1.119468	0.040905	-0.023756	1.052098
1539612737.499999	1.578105	-0.076661	0.790532	0.035367	-0.022579	1.042154
1539612737.533125	2.771961	1.613122	1.460014	0.028838	-0.022584	1.035400
1539612737.566439	5.088635	3.386903	2.049738	0.024716	-0.010549	1.031317
1539612737.600124	3.236853	0.407796	1.740214	0.018044	-0.016549	1.027612
