0,0.32175,1.3702,-0.97147,0.28826,1.3693,-0.93448,0.31949,1.3695,-0.93317,0.37786,1.3687,-0.9269,0.22827,1.7227,0.007418,0.17424,1.7151,0.003625,0.24166,1.5866,0.010455,0.1836,1.5831,0.006602
0.008333,0.32175,1.3702,-0.97148,0.28825,1.3693,-0.93449,0.31948,1.3695,-0.93315,0.37787,1.3687,-0.9269,0.22839,1.7227,0.007658,0.17433,1.7151,0.003684,0.24176,1.5865,0.010663,0.18369,1.5831,0.006728
0.016667,0.32175,1.3702,-0.97148,0.28827,1.3693,-0.93449,0.31949,1.3695,-0.93317,0.37788,1.3687,-0.92691,0.22849,1.7226,0.007853,0.17439,1.715,0.003741,0.24185,1.5865,0.01091,0.18378,1.5831,0.006875
0.025,0.32176,1.3702,-0.97148,0.28827,1.3693,-0.9345,0.31949,1.3695,-0.93316,0.37787,1.3687,-0.9269,0.22856,1.7226,0.008077,0.17444,1.715,0.003832,0.24192,1.5865,0.011154,0.18386,1.583,0.007046
0.033333,0.32176,1.3702,-0.97148,0.28826,1.3693,-0.93449,0.31949,1.3695,-0.93315,0.37787,1.3687,-0.9269,0.2286,1.7226,0.008282,0.17446,1.715,0.003919,0.24198,1.5864,0.011404,0.18393,1.583,0.007228
0.041667,0.32176,1.3702,-0.97148,0.28826,1.3693,-0.93449,0.31947,1.3695,-0.93314,0.37787,1.3687,-0.9269,0.22862,1.7226,0.008486,0.17448,1.7149,0.004062,0.24205,1.5864,0.011666,0.18397,1.583,0.007421
0.05,0.32175,1.3702,-0.97148,0.28826,1.3693,-0.93448,0.31948,1.3695,-0.93316,0.37787,1.3687,-0.92691,0.22861,1.7226,0.00869,0.17448,1.7149,0.004233,0.24205,1.5864,0.011861,0.184,1.583,0.007575
0.058333,0.32175,1.3702,-0.97148,0.28825,1.3693,-0.93449,0.31948,1.3695,-0.93315,0.37786,1.3687,-0.9269,0.22856,1.7226,0.008929,0.17444,1.7149,0.004421,0.24206,1.5864,0.012029,0.184,1.583,0.007717
0.066667,0.32175,1.3702,-0.97149,0.28827,1.3693,-0.93449,0.31948,1.3695,-0.93315,0.37785,1.3687,-0.9269,0.22848,1.7226,0.009172,0.17439,1.715,0.004633,0.24204,1.5865,0.012168,0.18399,1.583,0.007833
0.075,0.32176,1.3702,-0.97148,0.28826,1.3693,-0.93449,0.31948,1.3695,-0.93315,0.37787,1.3687,-0.92691,0.2284,1.7227,0.009412,0.17433,1.715,0.004836,0.242,1.5865,0.012306,0.18396,1.5831,0.007939
0.083333,0.32176,1.3702,-0.97148,0.28827,1.3693,-0.93449,0.31949,1.3695,-0.93316,0.37786,1.3687,-0.92691,0.22832,1.7228,0.009624,0.17426,1.7151,0.005008,0.24195,1.5866,0.012454,0.18392,1.5831,0.008053
0.091667,0.32175,1.3702,-0.97148,0.28826,1.3693,-0.93448,0.31948,1.3695,-0.93315,0.37787,1.3687,-0.92689,0.22822,1.7229,0.009837,0.17419,1.7152,0.005237,0.24186,1.5867,0.012605,0.18386,1.5832,0.008199
0.1,0.32175,1.3702,-0.97148,0.28826,1.3693,-0.93449,0.31949,1.3695,-0.93315,0.37786,1.3687,-0.92689,0.22808,1.723,0.010058,0.17408,1.7153,0.00543,0.24175,1.5868,0.012769,0.18378,1.5833,0.00831
0.10833,0.32176,1.3702,-0.97149,0.28828,1.3693,-0.93449,0.31949,1.3695,-0.93316,0.37788,1.3687,-0.92691,0.22792,1.7231,0.01034,0.17394,1.7154,0.005678,0.24165,1.5869,0.012919,0.18367,1.5834,0.008465
