1539117421.166328	-5.005848	-2.468554	-2.468554
1539117421.234338	-4.896510	-2.122485	-2.295520
1539117421.265500	-5.153821	-2.777888	-2.456309
1539117421.298748	-5.258527	-1.793719	-2.290662
1539117421.332242	-5.646697	-2.349767	-2.302483
1539117421.365647	-5.210429	-2.046664	-2.218105
1539117421.398873	-5.155048	-1.983206	-2.190249
1539117421.432174	-2.342868	-1.502762	-1.935224
1539117421.465473	-3.030478	-1.552736	-1.887027
1539117421.498878	-2.895267	-1.490526	-1.715179
1539117421.531936	-5.792302	-2.616495	-1.829145
1539117421.565425	-3.363425	-1.332506	-1.699005
1539117421.598771	-2.866428	-1.473027	-1.693058
1539117421.631885	-3.518227	-1.542459	-1.691002
1539117421.665236	-3.448195	-1.781642	-1.749226
1539117421.698546	-2.896837	-1.541317	-1.534190
1539117421.732039	-3.379207	-1.822555	-1.632200
1539117421.765253	-3.282281	-2.007657	-1.739126
1539117421.798618	-3.281353	-1.857715	-1.802177
1539117421.831860	-3.393698	-1.651326	-1.776114
1539117421.865157	-2.730626	-2.119185	-1.891688
1539117421.898429	-3.212083	-1.985880	-1.924353
1539117421.931761	-3.011444	-1.775689	-1.877959
1539117421.965019	-3.029161	-1.987092	-1.903834
1539117421.998385	-2.696223	-1.715251	-1.916619
1539117422.031895	-3.006127	-1.617819	-1.816346
1539117422.065722	-2.760081	-1.780917	-1.775354
1539117422.098383	-3.090881	-1.694443	-1.759105
1539117422.131533	-2.409473	-1.249994	-1.611685
1539117422.164913	-1.823206	-1.858013	-1.640237
1539117422.198281	-3.275151	-1.599666	-1.636607
1539117422.231531	-3.092089	-1.692131	-1.618849
1539117422.264900	-2.844501	-1.586066	-1.597174
1539117422.298124	-2.779661	-1.696143	-1.686404
1539117422.331528	-2.964021	-1.810213	-1.676844
1539117422.364860	-2.812592	-1.808146	-1.718540
1539117422.398199	-2.523292	-1.484912	-1.677096
1539117422.431460	-3.237092	-1.911317	-1.742146
1539117422.464718	-3.565897	-1.780627	-1.759043
1539117422.498064	-3.424213	-2.081421	-1.813284
1539117422.531463	-3.683266	-2.719177	-1.995491
1539117422.564644	-3.292987	-2.495519	-2.197612
1539117422.598016	-4.114678	-2.333326	-2.282014
1539117422.631241	-3.949111	-2.426875	-2.411264
1539117422.664580	-3.916049	-2.511194	-2.497218
1539117422.697969	-4.628565	-2.872985	-2.527980
